video_id,start_time,end_time,filename,phrase,word_boundaries
1Ifv_9s7LSA,250.88,253.68,1Ifv_9s7LSA_250.880000-253.680000/00000,a studentcentered program so here we,"[['a', 0, 1], ['studentcentered', 5, 26], ['program', 28, 43], ['so', 56, 59], ['here', 61, 66], ['we', 67, 70]]"
6b8aekOT3Po,270.523067,273.443067,6b8aekOT3Po_270.523067-273.443067/00000,north america customers are charged for outgoing,"[['north', 0, 5], ['america', 6, 18], ['customers', 35, 44], ['are', 45, 47], ['charged', 47, 54], ['for', 55, 58], ['outgoing', 61, 73]]"
w5rwIafjQaQ,200.239,203.119,w5rwIafjQaQ_200.239000-203.119000/00000,plans so we really see that,"[['plans', 0, 31], ['so', 31, 32], ['we', 43, 46], ['really', 47, 54], ['see', 57, 63], ['that', 66, 72]]"
OMEtdx-999o,125.9632,128.9632,OMEtdx-999o_125.963200-128.963200/00000,anhydrous applicator and dry fertilizer applicator,"[['anhydrous', 0, 11], ['applicator', 13, 27], ['and', 38, 41], ['dry', 42, 49], ['fertilizer', 50, 63], ['applicator', 64, 75]]"
qYZIT-h7f5M,218.233333,221.233333,qYZIT-h7f5M_218.233333-221.233333/00000,ive earned back because of your program,"[['ive', 0, 3], ['earned', 4, 9], ['back', 9, 16], ['because', 45, 55], ['of', 56, 57], ['your', 58, 62], ['program', 63, 75]]"
7UXULqNQ670,234.88,237.8,7UXULqNQ670_234.880000-237.800000/00000,randomly so that its completely unbiased,"[['randomly', 0, 15], ['so', 21, 24], ['that', 25, 29], ['its', 30, 51], ['completely', 51, 60], ['unbiased', 62, 73]]"
8ingHnmvfAY,32.2702,35.1102,8ingHnmvfAY_32.270200-35.110200/00000,make these strategies work so,"[['make', 0, 5], ['these', 6, 10], ['strategies', 11, 23], ['work', 24, 30], ['so', 68, 71]]"
7qexZo5TZpE,174.198367,177.198367,7qexZo5TZpE_174.198367-177.198367/00000,blossoming place its very rich everyone wants,"[['blossoming', 0, 13], ['place', 14, 23], ['its', 25, 28], ['very', 32, 38], ['rich', 40, 47], ['everyone', 64, 70], ['wants', 71, 75]]"
OtVgSl6hA28,227.96,230.84,OtVgSl6hA28_227.960000-230.840000/00000,be recuperated to historical phenomena that i,"[['be', 0, 2], ['recuperated', 3, 16], ['to', 17, 19], ['historical', 20, 32], ['phenomena', 34, 53], ['that', 67, 70], ['i', 71, 72]]"
7ygifPlY2dM,141.9004,144.7004,7ygifPlY2dM_141.900400-144.700400/00000,or communication where you really expect the,"[['or', 0, 2], ['communication', 3, 23], ['where', 31, 36], ['you', 36, 41], ['really', 43, 53], ['expect', 55, 66], ['the', 67, 70]]"
u3xzUzBp4BE,202.127067,204.967067,u3xzUzBp4BE_202.127067-204.967067/00000,professor realizing one other important thing thats,"[['professor', 0, 12], ['realizing', 21, 33], ['one', 37, 39], ['other', 44, 48], ['important', 51, 62], ['thing', 62, 66], ['thats', 67, 71]]"
aT6UHJhmG38,188.255167,191.255167,aT6UHJhmG38_188.255167-191.255167/00000,times i have asthma and allergies,"[['times', 0, 10], ['i', 22, 24], ['have', 25, 30], ['asthma', 38, 50], ['and', 51, 54], ['allergies', 59, 75]]"
2HrRDJHeJmE,259.2,262.2,2HrRDJHeJmE_259.200000-262.200000/00000,engineering serendipity in our workplaces in our,"[['engineering', 0, 15], ['serendipity', 20, 37], ['in', 42, 44], ['our', 45, 47], ['workplaces', 48, 66], ['in', 70, 71], ['our', 72, 75]]"
_fWrhM5PCyw,97.72,100.64,_fWrhM5PCyw_97.720000-100.640000/00000,consciousness and breathing brings together,"[['consciousness', 0, 17], ['and', 18, 20], ['breathing', 21, 33], ['brings', 51, 58], ['together', 59, 73]]"
QbfOqH3yx10,33.045467,36.045467,QbfOqH3yx10_33.045467-36.045467/00000,so the propane in here is liquid,"[['so', 0, 7], ['the', 12, 25], ['propane', 33, 44], ['in', 45, 47], ['here', 48, 55], ['is', 58, 60], ['liquid', 65, 75]]"
RkpOW6rgQRY,210.6498,213.5298,RkpOW6rgQRY_210.649800-213.529800/00000,aligner attachments were fine then he comes in and,"[['aligner', 0, 11], ['attachments', 22, 34], ['were', 35, 38], ['fine', 39, 46], ['then', 54, 57], ['he', 57, 59], ['comes', 60, 65], ['in', 67, 70], ['and', 71, 72]]"
kKLNfnKgjNI,74.263967,77.063967,kKLNfnKgjNI_74.263967-77.063967/00000,allows us to replace the worn out,"[['allows', 0, 10], ['us', 14, 17], ['to', 31, 34], ['replace', 35, 49], ['the', 56, 58], ['worn', 59, 66], ['out', 67, 70]]"
_fWrhM5PCyw,61.08,64.08,_fWrhM5PCyw_61.080000-64.080000/00000,two things together bring together powerful,"[['two', 0, 4], ['things', 6, 11], ['together', 12, 25], ['bring', 39, 44], ['together', 46, 58], ['powerful', 62, 75]]"
LEqLP9p0vos,235.96,238.92,LEqLP9p0vos_235.960000-238.920000/00000,theres less mucin and greater permeability and now,"[['theres', 0, 5], ['less', 7, 12], ['mucin', 14, 23], ['and', 26, 28], ['greater', 30, 37], ['permeability', 39, 59], ['and', 68, 70], ['now', 71, 74]]"
4Q207Z-HkUo,60.6,63.44,4Q207Z-HkUo_60.600000-63.440000/00000,a movie and so what we launched in,"[['a', 0, 0], ['movie', 1, 8], ['and', 28, 31], ['so', 32, 35], ['what', 56, 59], ['we', 60, 62], ['launched', 63, 69], ['in', 69, 71]]"
GkoEbiPkYt4,90.464,93.464,GkoEbiPkYt4_90.464000-93.464000/00000,the fact that im reading her first,"[['the', 0, 3], ['fact', 4, 10], ['that', 13, 21], ['im', 50, 53], ['reading', 54, 61], ['her', 63, 66], ['first', 68, 75]]"
WMPvn1sJruc,52.3059,55.3059,WMPvn1sJruc_52.305900-55.305900/00000,to expect during a typical visit and information,"[['to', 0, 3], ['expect', 4, 16], ['during', 18, 24], ['a', 24, 25], ['typical', 26, 35], ['visit', 37, 45], ['and', 57, 60], ['information', 61, 75]]"
SIUXzHU2fHE,180.12,183.04,SIUXzHU2fHE_180.120000-183.040000/00000,for example in japan and other asian,"[['for', 0, 3], ['example', 5, 16], ['in', 31, 33], ['japan', 34, 49], ['and', 53, 56], ['other', 59, 64], ['asian', 67, 73]]"
yFEb4BME4tE,224.16,227.04,yFEb4BME4tE_224.160000-227.040000/00000,able to manage ourselves and manage expectations,"[['able', 0, 4], ['to', 5, 7], ['manage', 9, 17], ['ourselves', 18, 30], ['and', 40, 42], ['manage', 44, 51], ['expectations', 53, 72]]"
isDr4ib5gTU,33.299333,36.219333,isDr4ib5gTU_33.299333-36.219333/00000,consumer vr but what if,"[['consumer', 0, 11], ['vr', 12, 22], ['but', 60, 64], ['what', 65, 70], ['if', 71, 73]]"
D2kInGDaB-o,138.553333,141.433333,D2kInGDaB-o_138.553333-141.433333/00000,its very very interesting and the reason i,"[['its', 0, 4], ['very', 7, 13], ['very', 15, 19], ['interesting', 21, 35], ['and', 42, 46], ['the', 58, 61], ['reason', 62, 69], ['i', 70, 72]]"
_lx_D8fasKE,136.481533,139.441533,_lx_D8fasKE_136.481533-139.441533/00000,you need a common shared goal so,"[['you', 0, 3], ['need', 4, 8], ['a', 9, 11], ['common', 14, 25], ['shared', 30, 39], ['goal', 42, 51], ['so', 71, 74]]"
BQTPH80Ky44,201.426667,204.306667,BQTPH80Ky44_201.426667-204.306667/00000,i did actually find is the postal,"[['i', 0, 1], ['did', 2, 6], ['actually', 7, 15], ['find', 17, 28], ['is', 48, 51], ['the', 56, 61], ['postal', 64, 72]]"
Gd67rdAFKEc,40.67,43.59,Gd67rdAFKEc_40.670000-43.590000/00000,about my project however i had,"[['about', 0, 5], ['my', 7, 10], ['project', 12, 24], ['however', 41, 53], ['i', 68, 69], ['had', 70, 73]]"
LTibYCLDhUE,275.523067,278.483067,LTibYCLDhUE_275.523067-278.483067/00000,all this oxygen come from lets,"[['all', 0, 3], ['this', 5, 9], ['oxygen', 14, 25], ['come', 28, 33], ['from', 35, 40], ['lets', 70, 74]]"
KmmwioP3bQA,277.083067,280.083067,KmmwioP3bQA_277.083067-280.083067/00000,posture restores upon itself and you just,"[['posture', 0, 9], ['restores', 10, 19], ['upon', 21, 26], ['itself', 27, 37], ['and', 46, 68], ['you', 68, 71], ['just', 72, 75]]"
VatdgxYB9c0,215.2,218.0,VatdgxYB9c0_215.200000-218.000000/00000,at a certain part of your career rather,"[['at', 0, 2], ['a', 3, 4], ['certain', 6, 16], ['part', 17, 25], ['of', 26, 28], ['your', 29, 33], ['career', 35, 45], ['rather', 61, 70]]"
5rg8VU4iZQg,271.824367,274.704367,5rg8VU4iZQg_271.824367-274.704367/00000,possible lets maintain that excitement,"[['possible', 0, 13], ['lets', 36, 41], ['maintain', 42, 53], ['that', 54, 57], ['excitement', 58, 72]]"
KTeLuMism2o,95.215,98.055,KTeLuMism2o_95.215000-98.055000/00000,your exocrine system like your,"[['your', 0, 11], ['exocrine', 31, 48], ['system', 49, 60], ['like', 61, 66], ['your', 66, 71]]"
RTIktB0GqIs,245.486633,248.406633,RTIktB0GqIs_245.486633-248.406633/00000,that builds fabulous companies now theres one,"[['that', 0, 4], ['builds', 5, 13], ['fabulous', 17, 28], ['companies', 29, 39], ['now', 61, 63], ['theres', 64, 68], ['one', 70, 73]]"
t4VHdXRKRBY,60.146633,63.026633,t4VHdXRKRBY_60.146633-63.026633/00000,sophisticated as a learner requires,"[['sophisticated', 0, 19], ['as', 22, 24], ['a', 24, 25], ['learner', 26, 35], ['requires', 52, 72]]"
GMRruWizmPU,273.745767,276.745767,GMRruWizmPU_273.745767-276.745767/00000,can do is designing the capacity of the behavior,"[['can', 0, 3], ['do', 4, 10], ['is', 17, 19], ['designing', 21, 34], ['the', 35, 38], ['capacity', 39, 54], ['of', 56, 58], ['the', 59, 62], ['behavior', 63, 75]]"
Vz-e46qjnIU,168.66,171.5,Vz-e46qjnIU_168.660000-171.500000/00000,baby as entertaining as that is,"[['baby', 0, 9], ['as', 9, 10], ['entertaining', 46, 61], ['as', 62, 64], ['that', 65, 70], ['is', 70, 71]]"
UlwrzNYKRmM,284.804433,287.804433,UlwrzNYKRmM_284.804433-287.804433/00000,its more quantitative skills understanding markets and that sort of thing,"[['its', 0, 2], ['more', 3, 6], ['quantitative', 8, 20], ['skills', 22, 30], ['understanding', 31, 45], ['markets', 47, 56], ['and', 58, 60], ['that', 60, 63], ['sort', 64, 68], ['of', 69, 70], ['thing', 71, 75]]"
iSfXhCApDBw,285.5845,288.4645,iSfXhCApDBw_285.584500-288.464500/00000,who is indifferent to you is your friend,"[['who', 0, 3], ['is', 4, 6], ['indifferent', 7, 19], ['to', 20, 23], ['you', 25, 31], ['is', 50, 53], ['your', 54, 58], ['friend', 61, 72]]"
dqt6uzGyGj8,293.821267,296.701267,dqt6uzGyGj8_293.821267-296.701267/00000,oceans our rivers our songs our,"[['oceans', 0, 11], ['our', 25, 28], ['rivers', 29, 40], ['our', 52, 55], ['songs', 57, 67], ['our', 70, 72]]"
b-X0zeRm-NQ,294.252889,297.132889,b-X0zeRm-NQ_294.252889-297.132889/00000,your presence in terms of your energy you,"[['your', 0, 4], ['presence', 8, 21], ['in', 24, 26], ['terms', 28, 33], ['of', 34, 36], ['your', 37, 40], ['energy', 44, 54], ['you', 70, 72]]"
qJMcm3PCPRc,219.932,222.772,qJMcm3PCPRc_219.932000-222.772000/00000,and our assessment process gives you a good picture,"[['and', 0, 2], ['our', 4, 6], ['assessment', 7, 18], ['process', 19, 30], ['gives', 41, 46], ['you', 47, 51], ['a', 52, 53], ['good', 54, 58], ['picture', 61, 71]]"
v8LAnzE5GIk,40.593,43.553,v8LAnzE5GIk_40.593000-43.553000/00000,back to surah yaseen read it in surah yaseen,"[['back', 0, 2], ['to', 3, 5], ['surah', 5, 11], ['yaseen', 12, 20], ['read', 21, 28], ['it', 28, 29], ['in', 54, 56], ['surah', 58, 62], ['yaseen', 64, 74]]"
EhJV4eqhX0g,169.76,172.68,EhJV4eqhX0g_169.760000-172.680000/00000,behavior among ourselves and with the,"[['behavior', 0, 15], ['among', 23, 33], ['ourselves', 38, 52], ['and', 62, 65], ['with', 66, 69], ['the', 70, 73]]"
qJMcm3PCPRc,4.5634,7.4034,qJMcm3PCPRc_4.563400-7.403400/00000,four key factors that the research,"[['four', 0, 9], ['key', 13, 20], ['factors', 23, 38], ['that', 42, 47], ['the', 56, 59], ['research', 59, 71]]"
B9UYv1klnFQ,83.063333,85.943333,B9UYv1klnFQ_83.063333-85.943333/00000,sins yes at the cross,"[['sins', 0, 12], ['yes', 34, 43], ['at', 49, 51], ['the', 54, 57], ['cross', 60, 72]]"
lmABGqb0u8Y,26.267233,29.147233,lmABGqb0u8Y_26.267233-29.147233/00001,for apps testing them ourselves and handing,"[['for', 0, 3], ['apps', 8, 13], ['testing', 23, 34], ['them', 35, 38], ['ourselves', 39, 49], ['and', 58, 62], ['handing', 64, 72]]"
YAhdCCIn6-o,123.1799,126.0199,YAhdCCIn6-o_123.179900-126.019900/00000,you my defining moment i,"[['you', 0, 6], ['my', 6, 7], ['defining', 8, 43], ['moment', 45, 54], ['i', 69, 71]]"
wCNyuLdwUxI,82.196,85.076,wCNyuLdwUxI_82.196000-85.076000/00000,the same deep linking technology so,"[['the', 0, 3], ['same', 6, 14], ['deep', 18, 23], ['linking', 24, 32], ['technology', 33, 47], ['so', 69, 72]]"
6KOTFYd0LVs,256.240733,259.160733,6KOTFYd0LVs_256.240733-259.160733/00000,to be a little bit brighter when you were all,"[['to', 0, 3], ['be', 5, 13], ['a', 31, 32], ['little', 33, 38], ['bit', 39, 41], ['brighter', 42, 53], ['when', 54, 57], ['you', 58, 62], ['were', 63, 67], ['all', 68, 73]]"
SxHtSYORIEw,273.884867,276.804867,SxHtSYORIEw_273.884867-276.804867/00000,there a long time before ovulation or a long,"[['there', 0, 5], ['a', 6, 6], ['long', 7, 13], ['time', 14, 18], ['before', 19, 26], ['ovulation', 28, 43], ['or', 63, 66], ['a', 66, 67], ['long', 68, 73]]"
q0ODF9Hu0hQ,186.993333,189.833333,q0ODF9Hu0hQ_186.993333-189.833333/00000,of other differences mainly its that the,"[['of', 0, 2], ['other', 3, 8], ['differences', 8, 21], ['mainly', 42, 52], ['its', 55, 59], ['that', 62, 66], ['the', 68, 71]]"
SxHtSYORIEw,47.9463,50.9063,SxHtSYORIEw_47.946300-50.906300/00000,the evolution of sex if,"[['the', 0, 7], ['evolution', 10, 28], ['of', 34, 37], ['sex', 40, 50], ['if', 72, 74]]"
6EUq0VJb1_c,151.163467,153.963467,6EUq0VJb1_c_151.163467-153.963467/00000,on this curriculum for these computers that will,"[['on', 0, 1], ['this', 2, 6], ['curriculum', 7, 21], ['for', 28, 31], ['these', 33, 38], ['computers', 40, 54], ['that', 63, 65], ['will', 66, 70]]"
UtRk4qD8a-0,150.136,153.136,UtRk4qD8a-0_150.136000-153.136000/00000,buddhism i believe exists to open a,"[['buddhism', 0, 11], ['i', 12, 14], ['believe', 15, 23], ['exists', 56, 64], ['to', 64, 65], ['open', 68, 73], ['a', 74, 75]]"
wa2x5uPsGkE,23.270867,26.190867,wa2x5uPsGkE_23.270867-26.190867/00000,ive just felt so inclined to make this video,"[['ive', 0, 5], ['just', 6, 10], ['felt', 12, 18], ['so', 24, 33], ['inclined', 37, 48], ['to', 49, 51], ['make', 52, 56], ['this', 57, 60], ['video', 62, 73]]"
xBtZWc35yH0,97.48,100.48,xBtZWc35yH0_97.480000-100.480000/00000,here so theres another style that i,"[['here', 0, 8], ['so', 21, 27], ['theres', 29, 38], ['another', 41, 54], ['style', 56, 65], ['that', 66, 70], ['i', 73, 75]]"
YhK7opcG6ao,139.185033,142.025033,YhK7opcG6ao_139.185033-142.025033/00000,is in current conscious awareness can potentially be,"[['is', 0, 1], ['in', 3, 5], ['current', 7, 14], ['conscious', 16, 25], ['awareness', 26, 39], ['can', 50, 53], ['potentially', 54, 65], ['be', 67, 71]]"
xeAdUEIb_ys,70.48,73.28,xeAdUEIb_ys_70.480000-73.280000/00000,so the topic of our talk is the functional,"[['so', 0, 7], ['the', 25, 26], ['topic', 27, 34], ['of', 35, 37], ['our', 39, 43], ['talk', 44, 51], ['is', 53, 55], ['the', 56, 58], ['functional', 59, 70]]"
LEnSlM-C-Bg,247.997967,250.997967,LEnSlM-C-Bg_247.997967-250.997967/00000,when i started or finished working in mexico we,"[['when', 0, 3], ['i', 5, 9], ['started', 10, 17], ['or', 20, 22], ['finished', 25, 34], ['working', 36, 45], ['in', 46, 47], ['mexico', 49, 61], ['we', 72, 75]]"
CfAXU5lyJiI,9.615433,12.615433,CfAXU5lyJiI_9.615433-12.615433/00000,is about a lot of data google analytics,"[['is', 0, 2], ['about', 3, 9], ['a', 10, 11], ['lot', 12, 17], ['of', 18, 19], ['data', 20, 28], ['google', 52, 59], ['analytics', 61, 75]]"
Y9mY3unDZfs,270.683067,273.603067,Y9mY3unDZfs_270.683067-273.603067/00000,book now that is a simile there,"[['book', 0, 5], ['now', 49, 51], ['that', 52, 55], ['is', 56, 58], ['a', 59, 60], ['simile', 61, 69], ['there', 70, 73]]"
uMJB1fGB6Ng,253.679933,256.639933,uMJB1fGB6Ng_253.679933-256.639933/00000,value of the shave irritation slowed,"[['value', 0, 9], ['of', 9, 11], ['the', 11, 14], ['shave', 16, 24], ['irritation', 47, 64], ['slowed', 64, 74]]"
HIYDP2LUUBg,134.866867,137.786867,HIYDP2LUUBg_134.866867-137.786867/00000,you press halfway down on the,"[['you', 0, 5], ['press', 15, 22], ['halfway', 26, 38], ['down', 39, 47], ['on', 47, 48], ['the', 71, 73]]"
-jcdlctKhQA,136.521,139.361,-jcdlctKhQA_136.521000-139.361000/00000,fact that you know were all smart,"[['fact', 0, 9], ['that', 10, 19], ['you', 50, 52], ['know', 53, 55], ['were', 55, 59], ['all', 60, 63], ['smart', 64, 71]]"
1NIuXFu5QuA,225.331333,228.331333,1NIuXFu5QuA_225.331333-228.331333/00000,having anything you might feel the same way,"[['having', 0, 7], ['anything', 10, 22], ['you', 44, 48], ['might', 49, 53], ['feel', 54, 59], ['the', 59, 62], ['same', 63, 68], ['way', 70, 75]]"
Kd61Nan8nmw,108.4867,111.4867,Kd61Nan8nmw_108.486700-111.486700/00000,gods existence they really understood that,"[['gods', 0, 8], ['existence', 9, 22], ['they', 34, 41], ['really', 43, 54], ['understood', 57, 70], ['that', 72, 75]]"
wrI-8PiOzYU,63.985,66.865,wrI-8PiOzYU_63.985000-66.865000/00000,feel your cheeks smiling feeling your,"[['feel', 0, 4], ['your', 5, 9], ['cheeks', 11, 18], ['smiling', 25, 37], ['feeling', 38, 67], ['your', 68, 72]]"
GHRFKm37DO4,225.418167,228.218167,GHRFKm37DO4_225.418167-228.218167/00002,focus was around the pc platform,"[['focus', 0, 11], ['was', 12, 16], ['around', 17, 25], ['the', 26, 35], ['pc', 43, 53], ['platform', 54, 70]]"
DjYNeqGJPbM,103.4564,106.3364,DjYNeqGJPbM_103.456400-106.336400/00000,young fresh coconut i think one,"[['young', 0, 7], ['fresh', 10, 17], ['coconut', 18, 31], ['i', 32, 33], ['think', 35, 42], ['one', 68, 72]]"
UqZoTcy5w8A,73.16,76.0,UqZoTcy5w8A_73.160000-76.000000/00000,depression so how can we keep,"[['depression', 0, 14], ['so', 42, 46], ['how', 48, 51], ['can', 53, 57], ['we', 59, 61], ['keep', 63, 71]]"
i4uSehcmtLA,115.48,118.48,i4uSehcmtLA_115.480000-118.480000/00000,from being science advisors for governments come,"[['from', 0, 6], ['being', 8, 17], ['science', 22, 32], ['advisors', 33, 47], ['for', 49, 53], ['governments', 55, 68], ['come', 71, 75]]"
WSH8Utmak58,228.754,231.594,WSH8Utmak58_228.754000-231.594000/00000,to be more confident competent and higher in,"[['to', 0, 6], ['be', 6, 7], ['more', 8, 12], ['confident', 14, 30], ['competent', 34, 48], ['and', 60, 62], ['higher', 63, 68], ['in', 69, 71]]"
ANLG0N8QYTc,229.199867,232.199867,ANLG0N8QYTc_229.199867-232.199867/00000,cards only work inside of japan but while,"[['cards', 0, 6], ['only', 8, 13], ['work', 13, 19], ['inside', 21, 28], ['of', 28, 29], ['japan', 30, 39], ['but', 64, 70], ['while', 71, 75]]"
GXIB4syd2mw,236.808467,239.768467,GXIB4syd2mw_236.808467-239.768467/00000,tell you in this video comes primarily from two,"[['tell', 0, 8], ['you', 9, 13], ['in', 16, 18], ['this', 19, 23], ['video', 24, 34], ['comes', 37, 44], ['primarily', 47, 61], ['from', 63, 67], ['two', 69, 74]]"
30jcFoYrQDQ,115.166667,118.166667,30jcFoYrQDQ_115.166667-118.166667/00000,directly into the classroom and the third,"[['directly', 0, 14], ['into', 19, 28], ['the', 29, 31], ['classroom', 32, 47], ['and', 66, 67], ['the', 68, 69], ['third', 70, 75]]"
AnXOZh7mZUk,72.8499,75.8499,AnXOZh7mZUk_72.849900-75.849900/00000,thing we do to ensure patients that we,"[['thing', 0, 4], ['we', 6, 9], ['do', 10, 16], ['to', 33, 36], ['ensure', 37, 48], ['patients', 49, 60], ['that', 61, 65], ['we', 67, 75]]"
615i4j7_yG8,189.634633,192.634633,615i4j7_yG8_189.634633-192.634633/00000,can feel your body touch yourself you eat,"[['can', 0, 4], ['feel', 6, 13], ['your', 14, 17], ['body', 18, 28], ['touch', 36, 42], ['yourself', 43, 57], ['you', 63, 67], ['eat', 70, 75]]"
q1uvlXzRr-M,51.72,54.72,q1uvlXzRr-M_51.720000-54.720000/00000,years old during the cultural revolution when,"[['years', 0, 6], ['old', 9, 13], ['during', 30, 36], ['the', 37, 39], ['cultural', 40, 49], ['revolution', 50, 66], ['when', 71, 75]]"
UIOll_rK03o,296.863,299.663,UIOll_rK03o_296.863000-299.663000/00001,to not only abstraction but also,"[['to', 0, 7], ['not', 23, 27], ['only', 31, 37], ['abstraction', 41, 57], ['but', 58, 62], ['also', 62, 70]]"
BeXT_1nuwis,275.066767,278.026767,BeXT_1nuwis_275.066767-278.026767/00000,see fine detail such as an enlarged blood vessel,"[['see', 0, 5], ['fine', 7, 14], ['detail', 15, 26], ['such', 34, 39], ['as', 40, 42], ['an', 43, 44], ['enlarged', 46, 57], ['blood', 58, 64], ['vessel', 65, 74]]"
7ygifPlY2dM,145.4604,148.3404,7ygifPlY2dM_145.460400-148.340400/00000,action you must write action in,"[['action', 0, 9], ['you', 18, 22], ['must', 25, 33], ['write', 35, 43], ['action', 51, 62], ['in', 68, 72]]"
Y3W9hNBMVzk,204.992,207.832,Y3W9hNBMVzk_204.992000-207.832000/00000,in christ therefore we should make it a real,"[['in', 0, 2], ['christ', 2, 10], ['therefore', 19, 29], ['we', 31, 34], ['should', 35, 40], ['make', 43, 51], ['it', 52, 54], ['a', 63, 65], ['real', 66, 71]]"
q1uvlXzRr-M,192.16,195.16,q1uvlXzRr-M_192.160000-195.160000/00000,dont encourage sports or even running,"[['dont', 0, 7], ['encourage', 14, 28], ['sports', 39, 49], ['or', 55, 57], ['even', 60, 64], ['running', 67, 75]]"
NMD3HHvEEWs,280.3948,283.3948,NMD3HHvEEWs_280.394800-283.394800/00000,it into household usable ac electricity,"[['it', 0, 1], ['into', 4, 10], ['household', 12, 27], ['usable', 33, 43], ['ac', 47, 57], ['electricity', 61, 75]]"
uxriD2UTmDs,85.798333,88.678333,uxriD2UTmDs_85.798333-88.678333/00000,just because the walden farms taste,"[['just', 0, 4], ['because', 5, 14], ['the', 34, 36], ['walden', 37, 48], ['farms', 49, 61], ['taste', 63, 72]]"
2CQtSQs97fU,259.2584,262.2584,2CQtSQs97fU_259.258400-262.258400/00000,your job very seriously there,"[['your', 0, 3], ['job', 4, 12], ['very', 31, 37], ['seriously', 38, 49], ['there', 72, 75]]"
1kh9nqG8TyA,252.32,255.28,1kh9nqG8TyA_252.320000-255.280000/00000,us and just like we try and date every,"[['us', 0, 2], ['and', 14, 17], ['just', 20, 26], ['like', 29, 35], ['we', 37, 42], ['try', 44, 52], ['and', 54, 56], ['date', 57, 64], ['every', 68, 74]]"
Ml-FuScRMCk,39.11,41.91,Ml-FuScRMCk_39.110000-41.910000/00000,he found four main things about the,"[['he', 0, 5], ['found', 8, 16], ['four', 19, 30], ['main', 40, 45], ['things', 46, 53], ['about', 63, 68], ['the', 68, 70]]"
2-9FJd14t-s,35.600633,38.480633,2-9FJd14t-s_35.600633-38.480633/00000,are there you can walk from 125th,"[['are', 0, 2], ['there', 3, 13], ['you', 49, 51], ['can', 52, 56], ['walk', 56, 62], ['from', 64, 70], ['125th', 70, 72]]"
D9SH2gYhxTs,174.506067,177.386067,D9SH2gYhxTs_174.506067-177.386067/00000,blue man can have connections and,"[['blue', 0, 6], ['man', 7, 14], ['can', 29, 35], ['have', 40, 46], ['connections', 47, 62], ['and', 70, 72]]"
